Altium Designer Pick and Place Locations
C:\PCB_Projects\gridiron-dashcam-v2.0A\dashcam_v2.0E\Manufacturing\Assembly\Pick Place\Dashcam_V2.0E_E_2025-02-17.csv

========================================================================================================================
File Design Information:

Date:       17/02/25
Time:       22:04
Revision:   da23e97deb776c06a610ef88e46ec8fd4f1e9874
Variant:    Base Variant
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C128","CL05A475KP5NRNC","BottomLayer","CAP_0402_CAPC1005X05N","64.5616","23.4320","180","Multilayer Ceramic Capacitor, 4.7 uF, 10 V, ± 10%, X5R, 0402 [1005 Metric]"
"C129","GRM155C81A105KA12D","TopLayer","CAP_0402_CAPC1005X05N","56.3828","37.5544","270","0402 10 V 1 uF ±10% Tolerance X6S Multilayer Ceramic Capacitor"
"C130","GRM155C81A105KA12D","TopLayer","CAP_0402_CAPC1005X05N","53.8174","31.1536","0","0402 10 V 1 uF ±10% Tolerance X6S Multilayer Ceramic Capacitor"
"C131","GRM0335C1H180JA01D","TopLayer","CAP_0201_CAPC0603X03N","52.1156","29.4010","90","Multilayer Ceramic Capacitor, 18 pF, 50 V, ± 5%, C0G (NP0), 0201 [0603 Metric]"
"C132","GRM0335C1H180JA01D","TopLayer","CAP_0201_CAPC0603X03N","52.1156","27.5468","270","Multilayer Ceramic Capacitor, 18 pF, 50 V, ± 5%, C0G (NP0), 0201 [0603 Metric]"
"C133","C1608X5R1A226M080AC","TopLayer","CAP_0603_CAPC1608X08N","37.7250","57.4300","0","Multilayer Ceramic Capacitor, 22 uF, 10 V, ± 20%, X5R, 0603 [1608 Metric]"
"C134","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","37.0586","56.0578","0","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C135","C1608X5R1A226M080AC","TopLayer","CAP_0603_CAPC1608X08N","18.0594","56.8698","90","Multilayer Ceramic Capacitor, 22 uF, 10 V, ± 20%, X5R, 0603 [1608 Metric]"
"C136","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","16.6370","57.6698","0","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C137","GRM188R61C106MAALD","BottomLayer","CAP_0603_CAPC1608X08N","76.9000","22.2000","270","0603 10 uF 16 V ±20% Tolerance X5R Multilayer Ceramic Chip Capacitor"
"C138","8200 pF","BottomLayer","CAP_0402_1005","79.1400","23.5000","0","CAP CER 0402 8.2NF 100VDC X7R"
"C139","0.1 µF","TopLayer","MURATA_GCM155_0402_1005","78.8000","30.2000","180","CAP CER 0.1UF 25V X7R 0402"
"C140","0.1 µF","TopLayer","MURATA_GCM155_0402_1005","78.8000","29.2000","180","CAP CER 0.1UF 25V X7R 0402"
"C141","0.1 µF","TopLayer","MURATA_GCM155_0402_1005","78.8254","28.1112","180","CAP CER 0.1UF 25V X7R 0402"
"C142","0.1 µF","TopLayer","MURATA_GCM155_0402_1005","78.8254","27.0112","180","CAP CER 0.1UF 25V X7R 0402"
"C143","0.1 µF","TopLayer","MURATA_GCM155_0402_1005","73.1000","28.4000","270","CAP CER 0.1UF 25V X7R 0402"
"C144","10000 pF","TopLayer","CAP_0402_1005","72.0000","28.4500","270","CAP CER 0402 10NF 50V X7R 20%"
"C145","0.1 µF","BottomLayer","MURATA_GCM155_0402_1005","87.4000","26.0000","180","CAP CER 0.1UF 25V X7R 0402"
"C146","GRM155R61H224KE01W","BottomLayer","CAP_0402_CAPC1005X05N","75.8000","30.5000","0","Multilayer Ceramic Capacitor, 0.22 uF, 50 VDC, ± 10%, X5R, 0402 [1005 Metric]"
"C147","GRM155R71H103KA88D","BottomLayer","CAP_0402_CAPC1005X05N","74.2000","32.1000","270","Multilayer Ceramic Capacitors MLCC Surface Mount 0402 0.01uF 50 Volts X7R 10%"
"C148","0.1 µF","BottomLayer","MURATA_GCM155_0402_1005","85.3000","35.9000","270","CAP CER 0.1UF 25V X7R 0402"
"C149","0.1 µF","BottomLayer","MURATA_GCM155_0402_1005","86.9000","42.5958","180","CAP CER 0.1UF 25V X7R 0402"
"C150","GRM155R61E105KA12D","BottomLayer","CAP_0402_CAPC1005X05N","74.2250","38.3000","270","Multilayer Ceramic Capacitor, 1 uF, 25 V, ± 10%, X5R, 0402 [1005 Metric]"
"C151","EMK325ABJ107MM-T","BottomLayer","CAP_1210_CAPC3225X270N","71.5000","34.2000","90","Multilayer Ceramic Capacitor, 100 uF, 16 V, ± 20%, X5R, 1210 [3225 Metric]"
"C152","0.1 µF","TopLayer","MURATA_GCM155_0402_1005","73.2536","44.8310","270","CAP CER 0.1UF 25V X7R 0402"
"C153","CL05B104KO5NNNC","BottomLayer","CAP_0402_CAPC1005X05N","81.1000","37.7000","270","Multilayer Ceramic Capacitor, 0.1 uF, 16 V, ± 10%, X7R, 0402 [1005 Metric]"
"C154","10000 pF","TopLayer","CAP_0402_1005","72.1614","44.8310","270","CAP CER 0402 10NF 50V X7R 20%"
"C176","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","78.7540","46.7746","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C177","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","78.7540","46.0246","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C178","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","78.7374","44.6278","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C179","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","78.7374","43.8778","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C184","C2012X5R1A476M125AC","BottomLayer","CAP_0805_CAPC2012X12N","24.7650","15.2400","0","Multilayer Ceramic Capacitor, 47 uF, 10 V, ± 20%, X5R, 0805 [2012 Metric]"
"C185","CL05B104KO5NNNC","BottomLayer","CAP_0402_CAPC1005X05N","27.3050","13.9700","90","Multilayer Ceramic Capacitor, 0.1 uF, 16 V, ± 10%, X7R, 0402 [1005 Metric]"
"C190","CC0402KRX5R8BB104","BottomLayer","CAP_0402_CAPC1005X05N","6.6000","18.3000","270","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C191","CL10A105KO8NNNC","TopLayer","CAP_0603_CAPC1608X08N","4.8768","55.9816","180","CAP CER 1UF 16V X5R 0603"
"C192","C0201C104K7PAC7867","TopLayer","CAP_0201_CAPC0603X03N","11.1000","49.4300","90","SMD Comm X5R 0201 (0603Metric) ceramic capacitor 0.024Lx0.012W 0.60mmx0.30mm X5R ±10% 0.1muF"
"C193","C0201C104K7PAC7867","TopLayer","CAP_0201_CAPC0603X03N","10.2780","49.4300","90","SMD Comm X5R 0201 (0603Metric) ceramic capacitor 0.024Lx0.012W 0.60mmx0.30mm X5R ±10% 0.1muF"
"C194","C0201C104K7PAC7867","TopLayer","CAP_0201_CAPC0603X03N","14.0000","51.4752","180","SMD Comm X5R 0201 (0603Metric) ceramic capacitor 0.024Lx0.012W 0.60mmx0.30mm X5R ±10% 0.1muF"
"C195","02016D105MAT2A","BottomLayer","CAP_0201_CAPC0603X03N","9.6000","17.8200","270","0201 1 uF 6.3 V ±20 % Tolerance X5R Surface Mount Multilayer Ceramic Capacitor"
"C196","02016D105MAT2A","BottomLayer","CAP_0201_CAPC0603X03N","9.6520","16.2814","90","0201 1 uF 6.3 V ±20 % Tolerance X5R Surface Mount Multilayer Ceramic Capacitor"
"C198","GJM1555C1H100FB01D","TopLayer","CAP_0402_CAPC1005X05N","43.3000","1.6851","90","Multilayer Ceramic Capacitor, 10 pF, 50 V, ± 1%, C0G (NP0), 0402 [1005 Metric]"
"C199","GJM1555C1H100FB01D","TopLayer","CAP_0402_CAPC1005X05N","39.7000","1.6851","90","Multilayer Ceramic Capacitor, 10 pF, 50 V, ± 1%, C0G (NP0), 0402 [1005 Metric]"
"C200","CL05B104KO5NNNC","TopLayer","CAP_0402_CAPC1005X05N","45.5500","14.0462","270","Multilayer Ceramic Capacitor, 0.1 uF, 16 V, ± 10%, X7R, 0402 [1005 Metric]"
"C201","GRM155C81A105KA12D","TopLayer","CAP_0402_CAPC1005X05N","42.8498","6.4000","270","0402 10 V 1 uF ±10% Tolerance X6S Multilayer Ceramic Capacitor"
"C202","CL05B104KO5NNNC","TopLayer","CAP_0402_CAPC1005X05N","54.7000","3.8000","180","Multilayer Ceramic Capacitor, 0.1 uF, 16 V, ± 10%, X7R, 0402 [1005 Metric]"
"C203","CL05A475KP5NRNC","TopLayer","CAP_0402_CAPC1005X05N","54.7000","4.7000","180","Multilayer Ceramic Capacitor, 4.7 uF, 10 V, ± 10%, X5R, 0402 [1005 Metric]"
"C204","CL05A475KP5NRNC","TopLayer","CAP_0402_CAPC1005X05N","37.6428","10.3124","270","Multilayer Ceramic Capacitor, 4.7 uF, 10 V, ± 10%, X5R, 0402 [1005 Metric]"
"C205","CL05B104KO5NNNC","TopLayer","CAP_0402_CAPC1005X05N","44.7802","14.0462","270","Multilayer Ceramic Capacitor, 0.1 uF, 16 V, ± 10%, X7R, 0402 [1005 Metric]"
"C206","CC0402KRX5R8BB104","BottomLayer","CAP_0402_CAPC1005X05N","33.9749","10.3124","270","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C207","CC0402KRX5R8BB104","BottomLayer","CAP_0402_CAPC1005X05N","32.0749","10.2980","270","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C208","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","79.3000","9.7252","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C209","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","76.2000","2.7000","90","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C210","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","70.7000","2.8000","90","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C211","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","73.2000","15.1000","270","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C212","CL05A475KP5NRNC","TopLayer","CAP_0402_CAPC1005X05N","63.5000","8.8252","270","Multilayer Ceramic Capacitor, 4.7 uF, 10 V, ± 10%, X5R, 0402 [1005 Metric]"
"C213","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","64.8000","8.8252","270","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C214","CC0402KRX5R8BB104","BottomLayer","CAP_0402_CAPC1005X05N","67.9958","6.0198","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C215","CL05A475KP5NRNC","TopLayer","CAP_0402_CAPC1005X05N","63.5254","10.7000","90","Multilayer Ceramic Capacitor, 4.7 uF, 10 V, ± 10%, X5R, 0402 [1005 Metric]"
"C216","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","64.8254","10.7000","90","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C217","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","76.2000","15.1000","270","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C218","CL05A475KP5NRNC","TopLayer","CAP_0402_CAPC1005X05N","66.7000","7.2000","0","Multilayer Ceramic Capacitor, 4.7 uF, 10 V, ± 10%, X5R, 0402 [1005 Metric]"
"C219","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","69.2000","15.1000","270","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C220","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","79.3000","7.2252","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C221","CC0402KRX5R8BB104","TopLayer","CAP_0402_CAPC1005X05N","77.5030","14.6200","180","Multilayer Ceramic Capacitor, 0.1 uF, 25 V, ± 10%, X7R, 0402 [1005 Metric]"
"C222","GRM188R61C106MAALD","BottomLayer","CAP_0603_CAPC1608X08N","81.3562","9.5504","90","0603 10 uF 16 V ±20% Tolerance X5R Multilayer Ceramic Chip Capacitor"
"C223","GRM188R61C106MAALD","BottomLayer","CAP_0603_CAPC1608X08N","77.1144","13.5890","270","0603 10 uF 16 V ±20% Tolerance X5R Multilayer Ceramic Chip Capacitor"
"C224","27 pF","BottomLayer","CAP_0402_1005","67.0000","20.1000","270","CAP CER 27PF 25V C0G/NP0 0402"
"C225","27 pF","BottomLayer","CAP_0402_1005","63.1000","20.1000","270","CAP CER 27PF 25V C0G/NP0 0402"
"D1","LTST-C191KGKT","TopLayer","LED_0603-GREEN","66.5682","44.5394","0","LTST-C191KGKT Lite-On LED, green, 18-71mcd, 130, 1.9V-2.4V SMD, 0603 1.6x0.8x0.55mm RoHS"
"D7","RF2945-000","TopLayer","FP-SESD0402-MFG","20.4050","17.6750","270","TVS DIODE 7V 10V 0402"
"D8","RF2945-000","TopLayer","FP-SESD0402-MFG","27.0717","17.6750","270","TVS DIODE 7V 10V 0402"
"D9","RF2945-000","TopLayer","FP-SESD0402-MFG","25.4050","17.6750","270","TVS DIODE 7V 10V 0402"
"D10","RF2945-000","TopLayer","FP-SESD0402-MFG","23.7383","17.6750","270","TVS DIODE 7V 10V 0402"
"D11","RF2945-000","TopLayer","FP-SESD0402-MFG","22.0717","17.6750","270","TVS DIODE 7V 10V 0402"
"D12","RF2945-000","TopLayer","FP-SESD0402-MFG","30.4050","17.6750","270","TVS DIODE 7V 10V 0402"
"D13","RF2945-000","TopLayer","FP-SESD0402-MFG","28.7383","17.6750","270","TVS DIODE 7V 10V 0402"
"D14","IP4292CZ10-TBR,115","TopLayer","DIO_TVS_SON50P100X250X50-10N","49.9000","56.7000","270","IP4292CZ10 Series 4 Channel 4 V 0.55 pF ESD Protected TVS Diode - DFN2510A-10"
"D15","IP4292CZ10-TBR,115","TopLayer","DIO_TVS_SON50P100X250X50-10N","46.9000","56.7000","270","IP4292CZ10 Series 4 Channel 4 V 0.55 pF ESD Protected TVS Diode - DFN2510A-10"
"D16","IP4292CZ10-TBR,115","TopLayer","DIO_TVS_SON50P100X250X50-10N","31.0000","56.7000","270","IP4292CZ10 Series 4 Channel 4 V 0.55 pF ESD Protected TVS Diode - DFN2510A-10"
"D17","IP4292CZ10-TBR,115","TopLayer","DIO_TVS_SON50P100X250X50-10N","28.0000","56.7000","270","IP4292CZ10 Series 4 Channel 4 V 0.55 pF ESD Protected TVS Diode - DFN2510A-10"
"D18","IP4292CZ10-TBR,115","TopLayer","DIO_TVS_SON50P100X250X50-10N","43.9000","56.7176","90","IP4292CZ10 Series 4 Channel 4 V 0.55 pF ESD Protected TVS Diode - DFN2510A-10"
"D19","IP4292CZ10-TBR,115","TopLayer","DIO_TVS_SON50P100X250X50-10N","25.0000","56.7176","90","IP4292CZ10 Series 4 Channel 4 V 0.55 pF ESD Protected TVS Diode - DFN2510A-10"
"D20","1SS367,H3F","TopLayer","SOD323","15.1384","6.8834","180","DIODE SCHOTTKY 10V 100MA USC"
"D21","ASCKCB00-NS3T4010302","TopLayer","LED_0603-BLUE-0.75mm","8.5000","25.6000","180","LED Single Chip Blue 467nm 20mA 2-Pin DFN T/R"
"D25","RF2945-000","TopLayer","FP-SESD0402-MFG","82.8000","13.2000","90","TVS DIODE 7V 10V 0402"
"D26","RF2945-000","TopLayer","FP-SESD0402-MFG","82.8000","14.5000","270","TVS DIODE 7V 10V 0402"
"FB1","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","38.7096","55.2450","90","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB2","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","19.5072","56.8198","90","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB3","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","40.3860","55.2450","270","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB4","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","55.0000","60.5000","0","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB7","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","21.5000","56.8706","270","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB8","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","34.9000","56.6000","270","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB9","BLM18AG102SN1D","BottomLayer","IND_0603_INDC1608X08N","15.9512","16.5608","180","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB11","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","61.3000","8.3452","0","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"FB12","BLM18AG102SN1D","TopLayer","IND_0603_INDC1608X08N","61.3000","11.1800","0","Ferrite Beads Multi-Layer 1KOhm 25% 100MHz 450mA 500mOhm DCR 0603 T/R"
"H1","Mounting Hole","TopLayer","PTH_3.2X5","4.0000","61.0000","0","Mounting Hole, Plated"
"H2","Mounting Hole","TopLayer","PTH_3.2X5","86.0000","61.0000","0","Mounting Hole, Plated"
"H3","Mounting Hole","TopLayer","PTH_3.2X5","4.0000","4.0000","0","Mounting Hole, Plated"
"H4","Mounting Hole","TopLayer","PTH_3.2X5","86.0000","4.0000","0","Mounting Hole, Plated"
"J1","12401945E212A","TopLayer","CONN_USBC_AMPHENOL_12401945E212A","86.3650","28.4000","90","USB3.2 GEN1, Type C, Top mount, CH 1.53mm, Dual Row SMT / Tap/Rl"
"J3","12401945E212A","TopLayer","CONN_USBC_AMPHENOL_12401945E212A","86.3650","44.8000","90","USB3.2 GEN1, Type C, Top mount, CH 1.53mm, Dual Row SMT / Tap/Rl"
"J4","MEM2075-00-140-01-A","TopLayer","CONN_MICROSD_GCT_MEM2075-00-140-01-A","27.7000","9.9000","0","Memory Card Connectors Micro SD Push-Push, SMT, 1.40mm Profile, With Peg, Open Switch, T&R"
"J5","SFV22R-2STBE1HLF","TopLayer","CONN_FPC_AMPHENOL_SFV22R-2STBE1HLF","44.7500","59.9750","180","Conn FFC/FPC Connector SKT 22 POS 0.5mm Solder RA SMD Embossed T/R"
"J6","SFV22R-2STBE1HLF","TopLayer","CONN_FPC_AMPHENOL_SFV22R-2STBE1HLF","25.7500","59.9750","180","Conn FFC/FPC Connector SKT 22 POS 0.5mm Solder RA SMD Embossed T/R"
"J7","U.FL-R-SMT-1(10)","TopLayer","CONN_UFL_U.FL-R-SMT-1(10)","39.7000","4.6375","180","RF Connector, 1 Contact(s), Male, Board Mount, Surface Mount Terminal, Receptacle"
"J9","10118193-0001LF","TopLayer","FCI_USB_10118193-0001LF","86.4375","14.2000","270","CONN RCPT USB2.0 MICRO B SMD R/A"
"J11","10118193-0001LF","TopLayer","FCI_USB_10118193-0001LF","12.7000","3.1625","180","CONN RCPT USB2.0 MICRO B SMD R/A"
"L1","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","65.1712","37.0718","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L2","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","67.3556","31.7886","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L3","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","67.3302","26.7340","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L4","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","61.4120","22.6954","0","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L5","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","54.0714","21.9334","270","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"L6","MCKK2012TR47M","TopLayer","IND_0805_INDC2012X10N","58.6688","37.0718","180","Inductor Power Chip Multi-Layer 0.47uH 20% 1MHz Metal 3.1A 0.039Ohm DCR 0805 T/R"
"Q1","DMN61D9UWQ-13","TopLayer","SOT-323","67.3302","42.0502","90","N-Channel Enhancement Mode MOSFET 60V 340mA 3-Pin SOT-323 T/R"
"Q2","AON7405","BottomLayer","TRANS_AON7405","75.2000","35.2650","180","TRAN PMOS 30V 50A DFN3X3EP"
"Q3","NX3008NBKW,115","BottomLayer","TRANS_FET_SOT65P210X110-3N","80.5000","34.8000","270","Trans MOSFET N-CH 30V 0.35A Automotive 3-Pin SC-70 T/R"
"R1","RC0201FR-0710KL","BottomLayer","RES_0201_RESC0603X02N","13.9736","36.6440","90","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R2","RC0201FR-07240RL","BottomLayer","RES_0201_RESC0603X02N","27.2324","35.3740","270","SMD Chip Resistor, 240 Ohm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R3","RC0201FR-07200RL","BottomLayer","RES_0201_RESC0603X02N","33.5990","43.8536","90","SMD Chip Resistor, 200 Ohm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R4","RC0201FR-078K2L","BottomLayer","RES_0201_RESC0603X02N","35.2246","43.8536","270","Res Thick Film 0201 8.2K Ohm 1% 1/20W ±200ppm/°C Molded SMD Paper T/R"
"R5","RC0201FR-07200RL","BottomLayer","RES_0201_RESC0603X02N","34.4118","43.8536","90","SMD Chip Resistor, 200 Ohm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R6","RC0201FR-078K2L","BottomLayer","RES_0201_RESC0603X02N","41.5238","26.2514","90","Res Thick Film 0201 8.2K Ohm 1% 1/20W ±200ppm/°C Molded SMD Paper T/R"
"R9","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","41.8794","43.5742","270","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R10","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","43.2510","43.5742","270","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R11","RC0201FR-07100KL","BottomLayer","RES_0201_RESC0603X02N","39.1616","43.5742","270","SMD Chip Resistor, 100 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R12","RC0201JR-074M7L","BottomLayer","RES_0201_RESC0603X02N","49.3724","33.8460","0","SMD Chip Resistor, 4.7 MOhm, ± 5%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R13","ERJ-2GEJ514X","BottomLayer","RES_0402_RESC1005X04N","46.8578","37.9354","270","SMD Chip Resistor, 510 kOhm, ± 5%, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R15","ERJ-2RKF1001X","TopLayer","RES_0402_RESC1005X04N","63.7234","44.5394","180","RES SMD 1K OHM 1% 1/10W 0402"
"R16","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","46.9570","26.2268","0","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R17","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","46.9570","25.1854","0","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R18","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","33.3284","23.1820","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R19","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","33.3284","23.9948","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R20","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","33.3284","25.5950","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R21","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","33.3284","24.8076","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R24","RK73B1HTTC472J","BottomLayer","RES_0201_RESC0603X02N","45.1052","30.5440","180","Res Thick Film 0201 4.7K Ohm 5% 0.05W(1/20W) ±200ppm/C Pad SMD Automotive T/R"
"R29","RC0402FR-07240RL","BottomLayer","RES_0402_RESC1005X04N","19.4092","27.8302","270","SMD Chip Resistor, 240 Ohm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R30","RC0402FR-07240RL","BottomLayer","RES_0402_RESC1005X04N","18.0122","28.5414","270","SMD Chip Resistor, 240 Ohm, ± 1%, 63 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R33","RC0201FR-0710KL","BottomLayer","RES_0201_RESC0603X02N","54.2468","49.9758","0","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R34","RC0201FR-0710KL","BottomLayer","RES_0201_RESC0603X02N","55.4152","44.1846","270","SMD Chip Resistor, 10 kOhm, ± 1%, 50 mW, 0201 [0603 Metric], Thick Film, General Purpose"
"R35","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","65.6792","35.5478","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R36","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","65.6792","34.5318","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R37","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","65.6538","31.3568","90","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R38","ERJ-2GE0R00X","BottomLayer","RES_0402_RESC1005X04N","64.6124","31.3568","90","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
"R39","ERJ-2GE0R00X","TopLayer","RES_0402_RESC1005X04N","49.0422","27.2166","0","SMD Chip Resistor, Jumper, 0 ohm, 100 mW, 0402 [1005 Metric], Thick Film, General Purpose"
